flow_id,session_id,src_ip,dst_ip,src_port,dst_port,protocol,start_ts,end_ts,bytes_sent,bytes_received,packets_sent,packets_received,flow_direction,app_protocol,entropy_score
sess-0002-flow-6,sess-0002,10.172.86.30,88.80.186.159,54180,5901,TCP,2025-08-21T01:35:19,2025-08-21T01:59:58,62853,73144,8382,525,egress,VNC,0.4695431503889602
sess-0003-flow-0,sess-0003,10.193.207.66,82.195.110.208,22715,5900,TCP,2025-09-06T10:45:16,2025-09-06T11:01:47,30566,31088,3790,4075,egress,VNC,0.41154815616683416
sess-0003-flow-1,sess-0003,10.193.207.66,82.195.110.208,36537,5904,TCP,2025-09-06T10:45:16,2025-09-06T11:01:47,30566,31088,2739,4986,egress,VNC,0.8963523966106224
sess-0003-flow-2,sess-0003,10.193.207.66,82.195.110.208,11646,5900,TCP,2025-09-06T10:45:16,2025-09-06T11:01:47,30566,31088,2524,2271,egress,VNC,0.5474297157333305
sess-0003-flow-3,sess-0003,10.193.207.66,82.195.110.208,46100,5902,TCP,2025-09-06T10:45:16,2025-09-06T11:01:47,30566,31088,497,1850,egress,VNC,0.8066054852587441
sess-0003-flow-4,sess-0003,10.193.207.66,82.195.110.208,33530,5900,TCP,2025-09-06T10:45:16,2025-09-06T11:01:47,30566,31088,5089,3976,egress,VNC,0.7384274561980544
sess-0003-flow-5,sess-0003,10.193.207.66,82.195.110.208,39183,5902,TCP,2025-09-06T10:45:16,2025-09-06T11:01:47,30566,31088,7930,2010,egress,VNC,0.8745496522748206
sess-0004-flow-0,sess-0004,10.40.218.126,169.227.59.103,37792,5900,TCP,2025-09-07T07:21:09,2025-09-07T07:59:16,286209,330539,1165,1326,egress,VNC,0.4522949767454187
sess-0004-flow-1,sess-0004,10.40.218.126,169.227.59.103,24909,5903,TCP,2025-09-07T07:21:09,2025-09-07T07:59:16,286209,330539,5230,238,egress,VNC,0.3399119625419814
sess-0004-flow-2,sess-0004,10.40.218.126,169.227.59.103,50813,5902,TCP,2025-09-07T07:21:09,2025-09-07T07:59:16,286209,330539,1944,96,egress,VNC,0.9335458080174546
sess-0004-flow-3,sess-0004,10.40.218.126,169.227.59.103,20430,5900,TCP,2025-09-07T07:21:09,2025-09-07T07:59:16,286209,330539,3246,1327,egress,VNC,0.8387293721626699
sess-0004-flow-4,sess-0004,10.40.218.126,169.227.59.103,48964,5901,TCP,2025-09-07T07:21:09,2025-09-07T07:59:16,286209,330539,5365,2936,egress,VNC,0.6942013953641171
sess-0004-flow-5,sess-0004,10.40.218.126,169.227.59.103,42779,5900,TCP,2025-09-07T07:21:09,2025-09-07T07:59:16,286209,330539,7393,3056,egress,VNC,0.818453984544947
sess-0005-flow-0,sess-0005,192.168.36.142,138.243.239.128,44373,5903,TCP,2025-09-11T18:16:42,2025-09-11T18:41:21,19841,21869,5617,1268,egress,VNC,0.5675797183604911
sess-0005-flow-1,sess-0005,192.168.36.142,138.243.239.128,42708,5900,TCP,2025-09-11T18:16:42,2025-09-11T18:41:21,19841,21869,237,4500,egress,VNC,0.39524178285788963
sess-0005-flow-2,sess-0005,192.168.36.142,138.243.239.128,55082,5902,TCP,2025-09-11T18:16:42,2025-09-11T18:41:21,19841,21869,2859,108,egress,VNC,0.452678607881683
sess-0005-flow-3,sess-0005,192.168.36.142,138.243.239.128,13140,5904,TCP,2025-09-11T18:16:42,2025-09-11T18:41:21,19841,21869,4952,645,egress,VNC,0.3506833752891775
sess-0005-flow-4,sess-0005,192.168.36.142,138.243.239.128,30072,5900,TCP,2025-09-11T18:16:42,2025-09-11T18:41:21,19841,21869,9065,1976,egress,VNC,0.6745083381824635
sess-0006-flow-0,sess-0006,192.168.112.113,131.148.124.195,13182,5904,TCP,2025-09-01T15:14:33,2025-09-01T15:17:59,104167,92588,2870,4426,egress,VNC,0.4836240576123537
sess-0006-flow-1,sess-0006,192.168.112.113,131.148.124.195,59506,5904,TCP,2025-09-01T15:14:33,2025-09-01T15:17:59,104167,92588,1795,1636,egress,VNC,0.9107654745072256
sess-0006-flow-2,sess-0006,192.168.112.113,131.148.124.195,54856,5904,TCP,2025-09-01T15:14:33,2025-09-01T15:17:59,104167,92588,8065,2318,egress,VNC,0.3330093655038884
sess-0006-flow-3,sess-0006,192.168.112.113,131.148.124.195,24657,5902,TCP,2025-09-01T15:14:33,2025-09-01T15:17:59,104167,92588,5901,2799,egress,VNC,0.5065901151716424
sess-0006-flow-4,sess-0006,192.168.112.113,131.148.124.195,62409,5900,TCP,2025-09-01T15:14:33,2025-09-01T15:17:59,104167,92588,1505,1936,egress,VNC,0.5109025693280285
sess-0006-flow-5,sess-0006,192.168.112.113,131.148.124.195,62910,5900,TCP,2025-09-01T15:14:33,2025-09-01T15:17:59,104167,92588,6391,2946,egress,VNC,0.8710158010419915
sess-0007-flow-0,sess-0007,192.168.161.29,100.255.205.158,2779,5904,TCP,2025-08-22T07:25:00,2025-08-22T07:49:15,290251,289026,3490,1266,egress,VNC,0.8185092727667949
sess-0008-flow-0,sess-0008,192.168.219.91,220.199.227.146,12247,5900,TCP,2025-09-12T00:37:06,2025-09-12T01:07:11,102318,91124,6600,2561,egress,VNC,0.44169576270484034
sess-0008-flow-1,sess-0008,192.168.219.91,220.199.227.146,58466,5903,TCP,2025-09-12T00:37:06,2025-09-12T01:07:11,102318,91124,4765,4872,egress,VNC,0.878754887728441
sess-0008-flow-2,sess-0008,192.168.219.91,220.199.227.146,57525,5902,TCP,2025-09-12T00:37:06,2025-09-12T01:07:11,102318,91124,4498,3679,egress,VNC,0.5507831877681167
sess-0009-flow-0,sess-0009,10.81.233.41,166.193.42.206,9854,5900,TCP,2025-08-27T11:11:07,2025-08-27T11:26:42,181913,170940,8843,3325,egress,VNC,0.3968514981402106
sess-0009-flow-1,sess-0009,10.81.233.41,166.193.42.206,61718,5902,TCP,2025-08-27T11:11:07,2025-08-27T11:26:42,181913,170940,4169,4035,egress,VNC,0.7996620906988192
sess-0009-flow-2,sess-0009,10.81.233.41,166.193.42.206,50126,5902,TCP,2025-08-27T11:11:07,2025-08-27T11:26:42,181913,170940,445,4992,egress,VNC,0.6809317254680776
sess-0009-flow-3,sess-0009,10.81.233.41,166.193.42.206,51252,5903,TCP,2025-08-27T11:11:07,2025-08-27T11:26:42,181913,170940,3870,3211,egress,VNC,0.6919789700447061
sess-0009-flow-4,sess-0009,10.81.233.41,166.193.42.206,9072,5902,TCP,2025-08-27T11:11:07,2025-08-27T11:26:42,181913,170940,550,1412,egress,VNC,0.6758160130807049
sess-0009-flow-5,sess-0009,10.81.233.41,166.193.42.206,43292,5904,TCP,2025-08-27T11:11:07,2025-08-27T11:26:42,181913,170940,4778,294,egress,VNC,0.8171239280302107
sess-0009-flow-6,sess-0009,10.81.233.41,166.193.42.206,5758,5901,TCP,2025-08-27T11:11:07,2025-08-27T11:26:42,181913,170940,540,3595,egress,VNC,0.9116080594814542
sess-0009-flow-7,sess-0009,10.81.233.41,166.193.42.206,17819,5902,TCP,2025-08-27T11:11:07,2025-08-27T11:26:42,181913,170940,6743,2024,egress,VNC,0.4885998627239835
sess-0010-flow-0,sess-0010,192.168.5.224,135.84.208.210,1227,5904,TCP,2025-09-08T10:18:13,2025-09-08T10:40:42,71426,78468,7183,2586,egress,VNC,0.9341738854043264
sess-0010-flow-1,sess-0010,192.168.5.224,135.84.208.210,21219,5901,TCP,2025-09-08T10:18:13,2025-09-08T10:40:42,71426,78468,7925,3986,egress,VNC,0.46090378656172987
sess-0011-flow-0,sess-0011,172.30.132.231,80.219.93.184,36338,5900,TCP,2025-09-15T19:37:58,2025-09-15T19:57:15,143348,168604,1772,451,egress,VNC,0.498128537499383
sess-0011-flow-1,sess-0011,172.30.132.231,80.219.93.184,12215,5901,TCP,2025-09-15T19:37:58,2025-09-15T19:57:15,143348,168604,6452,3684,egress,VNC,0.7041957312211125
sess-0011-flow-2,sess-0011,172.30.132.231,80.219.93.184,57322,5901,TCP,2025-09-15T19:37:58,2025-09-15T19:57:15,143348,168604,3067,4300,egress,VNC,0.44538913876919484
sess-0011-flow-3,sess-0011,172.30.132.231,80.219.93.184,59850,5901,TCP,2025-09-15T19:37:58,2025-09-15T19:57:15,143348,168604,2838,4986,egress,VNC,0.7063289644391878
sess-0011-flow-4,sess-0011,172.30.132.231,80.219.93.184,52735,5900,TCP,2025-09-15T19:37:58,2025-09-15T19:57:15,143348,168604,4820,3013,egress,VNC,0.36695915143973296
sess-0012-flow-0,sess-0012,192.168.101.215,106.149.180.113,8959,5902,TCP,2025-08-29T10:09:42,2025-08-29T10:25:55,43298,48656,9219,79,egress,VNC,0.646050063498391
sess-0012-flow-1,sess-0012,192.168.101.215,106.149.180.113,7761,5904,TCP,2025-08-29T10:09:42,2025-08-29T10:25:55,43298,48656,3919,544,egress,VNC,0.5165827508818084
sess-0012-flow-2,sess-0012,192.168.101.215,106.149.180.113,26472,5902,TCP,2025-08-29T10:09:42,2025-08-29T10:25:55,43298,48656,3424,679,egress,VNC,0.30708205746647294
sess-0012-flow-3,sess-0012,192.168.101.215,106.149.180.113,48750,5900,TCP,2025-08-29T10:09:42,2025-08-29T10:25:55,43298,48656,5506,2018,egress,VNC,0.8322688607853117
sess-0013-flow-0,sess-0013,10.157.114.125,115.218.156.42,13555,5904,TCP,2025-09-15T11:55:26,2025-09-15T12:20:42,146053,124265,5375,1393,egress,VNC,0.3782581640628417
sess-0013-flow-1,sess-0013,10.157.114.125,115.218.156.42,36054,5901,TCP,2025-09-15T11:55:26,2025-09-15T12:20:42,146053,124265,5340,907,egress,VNC,0.8673771024742052
sess-0013-flow-2,sess-0013,10.157.114.125,115.218.156.42,59140,5904,TCP,2025-09-15T11:55:26,2025-09-15T12:20:42,146053,124265,8311,855,egress,VNC,0.6008218708034043
sess-0013-flow-3,sess-0013,10.157.114.125,115.218.156.42,3199,5903,TCP,2025-09-15T11:55:26,2025-09-15T12:20:42,146053,124265,7441,3476,egress,VNC,0.3757294081847816
sess-0013-flow-4,sess-0013,10.157.114.125,115.218.156.42,59701,5904,TCP,2025-09-15T11:55:26,2025-09-15T12:20:42,146053,124265,1705,2607,egress,VNC,0.35417706249855385
sess-0013-flow-5,sess-0013,10.157.114.125,115.218.156.42,19450,5904,TCP,2025-09-15T11:55:26,2025-09-15T12:20:42,146053,124265,878,3209,egress,VNC,0.7516367085463448
sess-0013-flow-6,sess-0013,10.157.114.125,115.218.156.42,6998,5904,TCP,2025-09-15T11:55:26,2025-09-15T12:20:42,146053,124265,520,1901,egress,VNC,0.5091679905819457
sess-0013-flow-7,sess-0013,10.157.114.125,115.218.156.42,55521,5904,TCP,2025-09-15T11:55:26,2025-09-15T12:20:42,146053,124265,6182,1408,egress,VNC,0.6079090349980505
sess-0013-flow-8,sess-0013,10.157.114.125,115.218.156.42,61055,5902,TCP,2025-09-15T11:55:26,2025-09-15T12:20:42,146053,124265,9587,2131,egress,VNC,0.35874033653311077
sess-0014-flow-0,sess-0014,192.168.65.188,138.145.112.170,27772,5900,TCP,2025-08-24T13:46:33,2025-08-24T14:08:49,465964,405070,5937,3803,egress,VNC,0.7415562876768517
sess-0014-flow-1,sess-0014,192.168.65.188,138.145.112.170,64842,5903,TCP,2025-08-24T13:46:33,2025-08-24T14:08:49,465964,405070,3480,461,egress,VNC,0.9474499952677886
sess-0014-flow-2,sess-0014,192.168.65.188,138.145.112.170,41265,5904,TCP,2025-08-24T13:46:33,2025-08-24T14:08:49,465964,405070,7890,1696,egress,VNC,0.7928140895496093
sess-0014-flow-3,sess-0014,192.168.65.188,138.145.112.170,14400,5901,TCP,2025-08-24T13:46:33,2025-08-24T14:08:49,465964,405070,9531,652,egress,VNC,0.9299456676228592
sess-0014-flow-4,sess-0014,192.168.65.188,138.145.112.170,25625,5904,TCP,2025-08-24T13:46:33,2025-08-24T14:08:49,465964,405070,1167,429,egress,VNC,0.8067948374876255
sess-0015-flow-0,sess-0015,192.168.159.153,55.230.31.28,53358,5903,TCP,2025-09-19T04:45:01,2025-09-19T05:12:29,127034,121876,5296,2306,egress,VNC,0.6207483459192613
sess-0016-flow-0,sess-0016,10.117.209.153,128.117.208.149,45911,5903,TCP,2025-09-14T21:02:12,2025-09-14T21:39:04,237476,226657,4220,595,egress,VNC,0.6601013530956374
sess-0016-flow-1,sess-0016,10.117.209.153,128.117.208.149,45425,5901,TCP,2025-09-14T21:02:12,2025-09-14T21:39:04,237476,226657,3022,3437,egress,VNC,0.45290247698092023
sess-0017-flow-0,sess-0017,172.23.157.187,125.241.16.127,58478,5903,TCP,2025-08-23T14:36:36,2025-08-23T15:14:43,103796,94746,6390,1417,egress,VNC,0.9113635194919489
sess-0017-flow-1,sess-0017,172.23.157.187,125.241.16.127,1575,5902,TCP,2025-08-23T14:36:36,2025-08-23T15:14:43,103796,94746,6699,1110,egress,VNC,0.44880208930871507
sess-0017-flow-2,sess-0017,172.23.157.187,125.241.16.127,15072,5902,TCP,2025-08-23T14:36:36,2025-08-23T15:14:43,103796,94746,2765,3220,egress,VNC,0.7228249899340612
sess-0017-flow-3,sess-0017,172.23.157.187,125.241.16.127,61703,5903,TCP,2025-08-23T14:36:36,2025-08-23T15:14:43,103796,94746,4206,2424,egress,VNC,0.8777838925635602
sess-0017-flow-4,sess-0017,172.23.157.187,125.241.16.127,64890,5904,TCP,2025-08-23T14:36:36,2025-08-23T15:14:43,103796,94746,717,4910,egress,VNC,0.45331076343116294
sess-0017-flow-5,sess-0017,172.23.157.187,125.241.16.127,34242,5902,TCP,2025-08-23T14:36:36,2025-08-23T15:14:43,103796,94746,7472,1942,egress,VNC,0.31731059649416826
sess-0017-flow-6,sess-0017,172.23.157.187,125.241.16.127,47154,5900,TCP,2025-08-23T14:36:36,2025-08-23T15:14:43,103796,94746,9576,2577,egress,VNC,0.6897637132111543
sess-0017-flow-7,sess-0017,172.23.157.187,125.241.16.127,29964,5901,TCP,2025-08-23T14:36:36,2025-08-23T15:14:43,103796,94746,7136,950,egress,VNC,0.9110060620217619
sess-0018-flow-0,sess-0018,172.19.26.14,150.172.207.183,2633,5901,TCP,2025-08-27T04:10:18,2025-08-27T04:37:35,239642,282783,7321,1273,egress,VNC,0.5274844201358175
sess-0019-flow-0,sess-0019,10.173.185.18,161.191.144.226,11967,5902,TCP,2025-09-12T10:08:25,2025-09-12T10:44:33,573359,481879,6548,1318,egress,VNC,0.4293788760675817
sess-0019-flow-1,sess-0019,10.173.185.18,161.191.144.226,18639,5904,TCP,2025-09-12T10:08:25,2025-09-12T10:44:33,573359,481879,837,4486,egress,VNC,0.8524424328098896
sess-0019-flow-2,sess-0019,10.173.185.18,161.191.144.226,43935,5901,TCP,2025-09-12T10:08:25,2025-09-12T10:44:33,573359,481879,7241,4468,egress,VNC,0.8005587479131031
sess-0020-flow-0,sess-0020,172.18.105.141,19.34.17.124,35007,5902,TCP,2025-08-29T23:37:35,2025-08-30T00:04:33,220199,217439,8145,294,egress,VNC,0.5628119798521611
sess-0020-flow-1,sess-0020,172.18.105.141,19.34.17.124,24466,5902,TCP,2025-08-29T23:37:35,2025-08-30T00:04:33,220199,217439,232,1420,egress,VNC,0.5300520267788482
sess-0021-flow-0,sess-0021,10.248.165.244,28.213.82.112,60088,5902,TCP,2025-09-15T23:50:52,2025-09-16T00:43:37,166031,179031,8410,2953,egress,VNC,0.5777686534415329
sess-0021-flow-1,sess-0021,10.248.165.244,28.213.82.112,1918,5901,TCP,2025-09-15T23:50:52,2025-09-16T00:43:37,166031,179031,6523,412,egress,VNC,0.8272012073838308
sess-0021-flow-2,sess-0021,10.248.165.244,28.213.82.112,31436,5904,TCP,2025-09-15T23:50:52,2025-09-16T00:43:37,166031,179031,8605,1756,egress,VNC,0.811815608480086
sess-0021-flow-3,sess-0021,10.248.165.244,28.213.82.112,57089,5904,TCP,2025-09-15T23:50:52,2025-09-16T00:43:37,166031,179031,2493,3660,egress,VNC,0.5576639999216764
sess-0022-flow-0,sess-0022,172.30.143.109,63.37.159.222,51165,5900,TCP,2025-08-28T17:50:00,2025-08-28T18:00:52,70632,79498,9196,3094,egress,VNC,0.9479920780435522
sess-0022-flow-1,sess-0022,172.30.143.109,63.37.159.222,46823,5902,TCP,2025-08-28T17:50:00,2025-08-28T18:00:52,70632,79498,6081,1795,egress,VNC,0.5382581098082836
sess-0022-flow-2,sess-0022,172.30.143.109,63.37.159.222,19259,5903,TCP,2025-08-28T17:50:00,2025-08-28T18:00:52,70632,79498,6556,4721,egress,VNC,0.4443068472783086
sess-0022-flow-3,sess-0022,172.30.143.109,63.37.159.222,11606,5902,TCP,2025-08-28T17:50:00,2025-08-28T18:00:52,70632,79498,9497,4076,egress,VNC,0.8932723069574584
sess-0022-flow-4,sess-0022,172.30.143.109,63.37.159.222,44663,5900,TCP,2025-08-28T17:50:00,2025-08-28T18:00:52,70632,79498,8114,4437,egress,VNC,0.3616779639055132
sess-0022-flow-5,sess-0022,172.30.143.109,63.37.159.222,22883,5904,TCP,2025-08-28T17:50:00,2025-08-28T18:00:52,70632,79498,7598,3357,egress,VNC,0.5201367511768731
sess-0022-flow-6,sess-0022,172.30.143.109,63.37.159.222,19369,5901,TCP,2025-08-28T17:50:00,2025-08-28T18:00:52,70632,79498,8392,1363,egress,VNC,0.6827443550721902
sess-0022-flow-7,sess-0022,172.30.143.109,63.37.159.222,15702,5902,TCP,2025-08-28T17:50:00,2025-08-28T18:00:52,70632,79498,1314,3676,egress,VNC,0.6008490924776853
sess-0022-flow-8,sess-0022,172.30.143.109,63.37.159.222,43350,5903,TCP,2025-08-28T17:50:00,2025-08-28T18:00:52,70632,79498,6368,3673,egress,VNC,0.4101673786980368
sess-0023-flow-0,sess-0023,192.168.160.144,94.131.179.250,59785,5904,TCP,2025-09-04T03:42:24,2025-09-04T03:56:27,34707,28548,6363,4418,egress,VNC,0.8053942172352002
sess-0023-flow-1,sess-0023,192.168.160.144,94.131.179.250,8080,5903,TCP,2025-09-04T03:42:24,2025-09-04T03:56:27,34707,28548,5053,1960,egress,VNC,0.34455476941554064
sess-0023-flow-2,sess-0023,192.168.160.144,94.131.179.250,49470,5904,TCP,2025-09-04T03:42:24,2025-09-04T03:56:27,34707,28548,3452,1402,egress,VNC,0.4653175637789184
sess-0023-flow-3,sess-0023,192.168.160.144,94.131.179.250,46357,5904,TCP,2025-09-04T03:42:24,2025-09-04T03:56:27,34707,28548,3106,3668,egress,VNC,0.9165633503027442
sess-0023-flow-4,sess-0023,192.168.160.144,94.131.179.250,50707,5904,TCP,2025-09-04T03:42:24,2025-09-04T03:56:27,34707,28548,266,4976,egress,VNC,0.3919784455851723
sess-0023-flow-5,sess-0023,192.168.160.144,94.131.179.250,2278,5901,TCP,2025-09-04T03:42:24,2025-09-04T03:56:27,34707,28548,4107,4758,egress,VNC,0.9186943330209254
sess-0023-flow-6,sess-0023,192.168.160.144,94.131.179.250,29128,5902,TCP,2025-09-04T03:42:24,2025-09-04T03:56:27,34707,28548,9264,3874,egress,VNC,0.8472744428019663
sess-0024-flow-0,sess-0024,10.34.203.196,143.13.148.165,45757,5902,TCP,2025-09-15T12:49:26,2025-09-15T13:29:41,104469,100436,184,3045,egress,VNC,0.8420670163651038
sess-0024-flow-1,sess-0024,10.34.203.196,143.13.148.165,16397,5904,TCP,2025-09-15T12:49:26,2025-09-15T13:29:41,104469,100436,7294,4215,egress,VNC,0.8042890786145784
sess-0024-flow-2,sess-0024,10.34.203.196,143.13.148.165,61180,5904,TCP,2025-09-15T12:49:26,2025-09-15T13:29:41,104469,100436,2119,1147,egress,VNC,0.7946633927400404
sess-0024-flow-3,sess-0024,10.34.203.196,143.13.148.165,41714,5900,TCP,2025-09-15T12:49:26,2025-09-15T13:29:41,104469,100436,8440,3627,egress,VNC,0.3666562818510203
sess-0024-flow-4,sess-0024,10.34.203.196,143.13.148.165,25077,5903,TCP,2025-09-15T12:49:26,2025-09-15T13:29:41,104469,100436,4969,3705,egress,VNC,0.5819177576931001
sess-0025-flow-0,sess-0025,10.161.251.58,205.162.82.165,60080,5904,TCP,2025-09-17T09:44:13,2025-09-17T09:57:10,69751,68611,9636,4015,egress,VNC,0.8096859680954882
sess-0025-flow-1,sess-0025,10.161.251.58,205.162.82.165,13328,5900,TCP,2025-09-17T09:44:13,2025-09-17T09:57:10,69751,68611,8874,4400,egress,VNC,0.8885056014038533
sess-0025-flow-2,sess-0025,10.161.251.58,205.162.82.165,38448,5904,TCP,2025-09-17T09:44:13,2025-09-17T09:57:10,69751,68611,8611,4365,egress,VNC,0.36230941590141313
sess-0025-flow-3,sess-0025,10.161.251.58,205.162.82.165,17439,5902,TCP,2025-09-17T09:44:13,2025-09-17T09:57:10,69751,68611,8055,1089,egress,VNC,0.6363192227309837
sess-0025-flow-4,sess-0025,10.161.251.58,205.162.82.165,64684,5900,TCP,2025-09-17T09:44:13,2025-09-17T09:57:10,69751,68611,7446,1177,egress,VNC,0.48893037887637125
sess-0025-flow-5,sess-0025,10.161.251.58,205.162.82.165,13055,5903,TCP,2025-09-17T09:44:13,2025-09-17T09:57:10,69751,68611,882,2229,egress,VNC,0.4062920355952782
sess-0026-flow-0,sess-0026,192.168.161.225,204.148.145.124,47338,5904,TCP,2025-09-05T00:04:04,2025-09-05T00:28:45,28601,24906,2864,2774,egress,VNC,0.5882881198539871
sess-0026-flow-1,sess-0026,192.168.161.225,204.148.145.124,11164,5904,TCP,2025-09-05T00:04:04,2025-09-05T00:28:45,28601,24906,7956,3196,egress,VNC,0.8894131125259161
sess-0026-flow-2,sess-0026,192.168.161.225,204.148.145.124,11035,5901,TCP,2025-09-05T00:04:04,2025-09-05T00:28:45,28601,24906,744,2409,egress,VNC,0.49202493977979356
sess-0026-flow-3,sess-0026,192.168.161.225,204.148.145.124,13688,5900,TCP,2025-09-05T00:04:04,2025-09-05T00:28:45,28601,24906,4420,3138,egress,VNC,0.9449281495334816
sess-0026-flow-4,sess-0026,192.168.161.225,204.148.145.124,9688,5900,TCP,2025-09-05T00:04:04,2025-09-05T00:28:45,28601,24906,3482,1210,egress,VNC,0.780618378108675
sess-0026-flow-5,sess-0026,192.168.161.225,204.148.145.124,42179,5900,TCP,2025-09-05T00:04:04,2025-09-05T00:28:45,28601,24906,4561,2816,egress,VNC,0.5495697443742243
sess-0026-flow-6,sess-0026,192.168.161.225,204.148.145.124,23052,5904,TCP,2025-09-05T00:04:04,2025-09-05T00:28:45,28601,24906,7596,3056,egress,VNC,0.32787639389561707
sess-0027-flow-0,sess-0027,172.27.43.20,215.209.45.140,28483,5901,TCP,2025-09-17T01:57:08,2025-09-17T02:24:22,8854,9272,3014,1722,egress,VNC,0.9316973594599134
sess-0027-flow-1,sess-0027,172.27.43.20,215.209.45.140,15055,5900,TCP,2025-09-17T01:57:08,2025-09-17T02:24:22,8854,9272,6645,4711,egress,VNC,0.6508839120615957
sess-0027-flow-2,sess-0027,172.27.43.20,215.209.45.140,37770,5901,TCP,2025-09-17T01:57:08,2025-09-17T02:24:22,8854,9272,3276,3424,egress,VNC,0.6628687603115895
sess-0027-flow-3,sess-0027,172.27.43.20,215.209.45.140,37604,5903,TCP,2025-09-17T01:57:08,2025-09-17T02:24:22,8854,9272,6085,2247,egress,VNC,0.4888311183058228
sess-0027-flow-4,sess-0027,172.27.43.20,215.209.45.140,60497,5904,TCP,2025-09-17T01:57:08,2025-09-17T02:24:22,8854,9272,292,2820,egress,VNC,0.3712817439703189
sess-0028-flow-0,sess-0028,172.16.64.22,147.41.5.122,40471,5902,TCP,2025-08-28T09:48:20,2025-08-28T10:07:43,32850,30583,5138,307,egress,VNC,0.4098220767158571
sess-0028-flow-1,sess-0028,172.16.64.22,147.41.5.122,18058,5900,TCP,2025-08-28T09:48:20,2025-08-28T10:07:43,32850,30583,2525,972,egress,VNC,0.6740534777544416
sess-0028-flow-2,sess-0028,172.16.64.22,147.41.5.122,55477,5902,TCP,2025-08-28T09:48:20,2025-08-28T10:07:43,32850,30583,5502,610,egress,VNC,0.850392654881774
sess-0028-flow-3,sess-0028,172.16.64.22,147.41.5.122,12231,5903,TCP,2025-08-28T09:48:20,2025-08-28T10:07:43,32850,30583,5199,3421,egress,VNC,0.4440817223774457
sess-0028-flow-4,sess-0028,172.16.64.22,147.41.5.122,36833,5904,TCP,2025-08-28T09:48:20,2025-08-28T10:07:43,32850,30583,9997,762,egress,VNC,0.7519486904414926
sess-0028-flow-5,sess-0028,172.16.64.22,147.41.5.122,24355,5900,TCP,2025-08-28T09:48:20,2025-08-28T10:07:43,32850,30583,7749,3927,egress,VNC,0.6346286386182818
sess-0028-flow-6,sess-0028,172.16.64.22,147.41.5.122,13842,5904,TCP,2025-08-28T09:48:20,2025-08-28T10:07:43,32850,30583,4212,2815,egress,VNC,0.8063791656283308
sess-0029-flow-0,sess-0029,192.168.139.113,126.107.215.166,32321,5904,TCP,2025-08-25T18:42:15,2025-08-25T18:58:15,388412,326543,8875,4991,egress,VNC,0.380961002459668
sess-0029-flow-1,sess-0029,192.168.139.113,126.107.215.166,1865,5904,TCP,2025-08-25T18:42:15,2025-08-25T18:58:15,388412,326543,9021,4399,egress,VNC,0.456243070120453
sess-0030-flow-0,sess-0030,10.141.169.7,85.88.253.133,44151,5901,TCP,2025-08-30T15:13:31,2025-08-30T15:45:53,193874,175099,1672,1443,egress,VNC,0.9016461414320092
sess-0030-flow-1,sess-0030,10.141.169.7,85.88.253.133,33919,5903,TCP,2025-08-30T15:13:31,2025-08-30T15:45:53,193874,175099,6967,2750,egress,VNC,0.771337507278093
sess-0030-flow-2,sess-0030,10.141.169.7,85.88.253.133,29780,5901,TCP,2025-08-30T15:13:31,2025-08-30T15:45:53,193874,175099,4479,3163,egress,VNC,0.5666857119245534
