session_id,user_id,device_id,src_ip,dst_ip,src_geo,dst_geo,start_ts,end_ts,duration_seconds,total_bytes_in,total_bytes_out,avg_bytes_per_sec_out,num_clipboard_events,total_clipboard_bytes,num_screenshot_events,avg_frame_rate,num_file_transfer_events,total_files_transferred,total_files_size_bytes,processes_spawned_count,auth_method,device_trust_score,is_encrypted,label
sess-0047,rsims,dev-6,172.25.36.175,117.95.161.171,Ghana,Uganda,2025-09-03T05:06:30,2025-09-03T05:46:56,2426,92921,114752,47.300906842539156,1,4253.814306005341,4,6.835941444655635,0,0,49376.64538140577,4,kerberos,0.8778869672207832,True,normal
sess-0048,taylorjesse,dev-25,192.168.109.139,90.22.27.174,Greenland,Mauritius,2025-09-15T23:20:24,2025-09-15T23:42:21,1317,68576,63979,48.5793470007593,0,6133.670407659061,1,5.087903878924642,2,0,9138.119462839928,4,password,0.8153526007700336,True,normal
sess-0049,abrown,dev-7,172.16.160.1,220.44.20.214,Lesotho,Albania,2025-09-12T08:51:30,2025-09-12T09:15:30,1440,319975,269421,187.09791666666666,3,1033.3836388226678,2,7.079165624953089,0,0,38498.64921454185,2,kerberos,0.7447418301077199,True,normal
sess-0050,karen68,dev-23,192.168.112.234,24.187.226.214,Jordan,Libyan Arab Jamahiriya,2025-09-06T19:50:45,2025-09-06T20:31:35,2450,69592,76991,31.424897959183674,1,173.0958279384239,0,6.41629381829798,0,1,32752.756871779548,3,password,0.7012562759731309,False,normal
sess-0051,rrogers,dev-23,172.30.244.220,208.220.232.191,United States of America,India,2025-08-22T03:50:00,2025-08-22T04:23:03,1983,753194,663721,334.70549672213815,1,1974.1417861574414,1,7.404353795994642,1,1,20407.34912546543,1,kerberos,0.8758724317953022,True,normal
sess-0052,millerroy,dev-39,172.24.83.51,45.139.215.151,Korea,Greece,2025-09-18T11:37:20,2025-09-18T12:07:22,1802,409883,453450,251.63706992230854,1,3099.4948713051454,0,6.80513951251014,0,1,50068.184867251155,1,mfa,0.8463586880166166,True,normal
sess-0053,aramirez,dev-17,172.31.12.192,67.85.94.216,Zambia,Guernsey,2025-09-06T03:14:01,2025-09-06T03:39:58,1557,75906,72405,46.50289017341041,0,4202.727106307917,3,6.791315979645113,0,0,19549.28851086151,3,password,0.9630448699744507,True,normal
sess-0054,harringtondenise,dev-3,10.102.18.154,170.156.10.30,Dominican Republic,Brunei Darussalam,2025-08-31T15:15:17,2025-08-31T15:23:17,480,132718,159335,331.9479166666667,1,653.6926180838188,1,5.16167400521301,1,0,25341.21515045698,2,kerberos,0.9499058682031285,True,normal
sess-0055,elliottjeffery,dev-47,192.168.188.223,105.213.32.106,Slovakia (Slovak Republic),Svalbard & Jan Mayen Islands,2025-09-12T17:45:21,2025-09-12T18:29:47,2666,690805,623263,233.78207051762942,2,288.1412831796889,0,7.604239239078434,0,1,6238.958208700401,0,kerberos,0.8478593291917,True,normal
sess-0056,daniel04,dev-30,192.168.192.40,44.177.111.98,Belarus,Nauru,2025-08-28T16:49:05,2025-08-28T17:04:46,941,947665,1025451,1089.7460148777895,0,23.93822423230649,0,4.962467782033424,0,0,17241.735753722907,3,password,0.7830234693913309,True,normal
sess-0057,terrykevin,dev-35,192.168.61.250,160.168.56.27,Guatemala,Martinique,2025-09-01T12:57:26,2025-09-01T13:15:50,1104,330080,354702,321.2880434782609,0,188.35234222909588,0,3.1660155439568327,0,0,7119.425296233068,3,password,0.6480329045154598,False,normal
sess-0058,casey50,dev-8,172.19.96.147,27.151.11.93,North Macedonia,Uganda,2025-09-10T13:06:49,2025-09-10T13:46:03,2354,508866,469597,199.4889549702634,2,849.270270251896,1,7.474083280302638,0,1,51581.950086004435,2,password,0.9013208023216834,True,normal
sess-0059,ryangross,dev-25,192.168.247.140,24.150.178.62,Gibraltar,Timor-Leste,2025-09-12T01:39:08,2025-09-12T02:03:50,1482,9332915,8580565,5789.854925775979,0,11486.476763233699,2,6.401141212156457,0,0,14898.937656944827,4,password,0.7895051468318163,True,normal
sess-0060,ramirezshannon,dev-6,172.28.32.174,63.162.183.185,Thailand,Greece,2025-09-01T16:02:23,2025-09-01T16:42:51,2428,1509580,1301048,535.8517298187809,0,663.7729937103707,2,6.114832917817414,0,0,7053.281485133021,2,password,0.7809543370874237,True,normal
sess-0061,zlewis,dev-36,172.24.215.49,2.195.164.75,Belize,Dominican Republic,2025-08-29T13:52:33,2025-08-29T14:19:38,1625,380475,378234,232.75938461538462,0,1840.7861098190408,0,4.955407683258803,1,0,19666.210219446355,1,mfa,0.861547187153764,False,normal
sess-0062,ppeters,dev-19,192.168.251.76,16.141.65.190,Bermuda,French Polynesia,2025-09-09T11:32:25,2025-09-09T11:49:35,1030,97656,93285,90.56796116504854,1,375.7368732277979,0,6.682010075328202,0,0,92949.62453380751,3,password,0.7908514988490991,True,normal
sess-0063,tholt,dev-41,192.168.242.79,6.192.3.224,Jamaica,Samoa,2025-08-31T12:11:44,2025-08-31T12:34:51,1387,455484,388125,279.8305695746215,0,1449.4156877237149,0,3.7417160048104443,2,1,101216.72834882553,2,kerberos,0.8764574298284542,False,normal
sess-0064,michael74,dev-40,172.19.220.105,186.24.248.0,British Indian Ocean Territory (Chagos Archipelago),Samoa,2025-09-16T11:15:58,2025-09-16T11:52:24,2186,570239,583365,266.8641354071363,1,2416.0048668269646,3,6.089236201006069,1,0,133645.27536495865,2,kerberos,0.8752162009360173,False,normal
sess-0065,jamesrodgers,dev-24,172.25.14.83,192.70.54.54,French Polynesia,Denmark,2025-09-15T18:20:38,2025-09-15T18:53:35,1977,1345343,1208804,611.4334850784016,0,2746.6276574262447,1,4.635165807816193,0,1,79928.27382238877,2,password,0.9192181242341441,True,normal
sess-0066,kevinerickson,dev-37,10.27.234.213,5.2.158.210,Northern Mariana Islands,Trinidad and Tobago,2025-09-07T06:28:26,2025-09-07T06:44:01,935,146926,164161,175.57326203208555,0,528.025799747684,0,6.01724296690689,0,0,31133.88075084737,3,password,0.8764253611229607,True,normal
sess-0067,salasaudrey,dev-13,172.26.231.16,96.105.56.50,El Salvador,Wallis and Futuna,2025-09-13T13:55:56,2025-09-13T14:09:28,812,1987182,1766079,2174.9741379310344,2,446.2180571392265,0,6.2373735707730145,1,1,136236.44615000588,1,password,0.9313256894111483,True,normal
sess-0068,shortrichard,dev-46,10.27.114.166,108.220.130.161,Belize,Egypt,2025-09-12T22:36:43,2025-09-12T22:55:40,1137,1204097,1108276,974.7370272647318,0,1092.9486519482411,0,3.9057467476734016,0,0,37239.224986605004,1,password,0.7135319781945162,True,normal
sess-0069,yobrien,dev-5,192.168.194.192,30.42.197.61,French Southern Territories,Tokelau,2025-08-26T12:01:23,2025-08-26T12:36:54,2131,591971,501432,235.30361332707648,0,3502.6989357214293,1,4.060224199541134,0,0,91585.7491084462,2,kerberos,0.8326402757902754,True,normal
sess-0070,ntorres,dev-3,10.50.206.190,200.212.198.90,Niue,Croatia,2025-09-18T07:41:55,2025-09-18T08:24:23,2548,198532,191885,75.30808477237049,0,2734.328432124995,1,3.4785727776008084,0,0,46709.248666195905,1,password,0.8787952254832788,True,normal
sess-0071,mooreglenn,dev-43,10.209.41.55,31.9.133.229,French Guiana,Antigua and Barbuda,2025-09-02T14:21:08,2025-09-02T14:51:06,1798,114443,105280,58.553948832035594,2,225.15148808326228,2,3.397096844944933,0,1,19531.64964737904,1,password,0.6375891566036194,True,normal
sess-0072,jasmine71,dev-15,192.168.135.115,163.42.68.123,Jamaica,Brazil,2025-08-31T23:42:23,2025-08-31T23:56:49,866,56225,60250,69.57274826789839,2,1671.0768864624256,1,3.300711713003926,0,1,58559.937923412894,1,password,0.9080485594321598,True,normal
sess-0073,deborahkerr,dev-50,10.84.243.212,164.158.38.35,Kazakhstan,British Virgin Islands,2025-09-16T04:28:42,2025-09-16T05:11:03,2541,177637,148403,58.40338449429358,1,3779.319791742918,1,3.445622160580083,0,0,87454.43674676697,2,password,0.8820163887310339,True,normal
sess-0074,holly48,dev-19,192.168.41.47,155.166.91.143,Saint Pierre and Miquelon,Gibraltar,2025-09-12T12:05:23,2025-09-12T12:32:59,1656,185451,189453,114.40398550724638,0,1484.8169001890603,4,7.652976073219581,0,1,105176.1884121618,4,password,0.8603485712795392,True,normal
sess-0075,anthony39,dev-6,192.168.137.253,139.54.83.46,Latvia,Maldives,2025-09-19T01:23:40,2025-09-19T02:06:47,2587,404370,353222,136.5373018940858,1,1908.8313340415807,1,5.512830382317212,0,0,22906.474122836575,0,password,0.8253487634454849,True,normal
sess-0076,howard96,dev-15,192.168.46.183,29.17.48.7,Grenada,Gibraltar,2025-09-11T05:15:06,2025-09-11T05:50:23,2117,460459,471877,222.89891355692018,0,2097.047970606065,0,6.097939774489148,0,0,3165.6104475265693,2,mfa,0.7655190616250497,True,normal
sess-0077,marksteele,dev-7,172.28.208.129,160.150.79.187,Korea,Benin,2025-08-25T19:53:05,2025-08-25T20:18:58,1553,493844,598660,385.48615582743076,0,11699.978008166267,2,6.119479181458193,0,0,7003.946293017256,2,password,0.7104712215223165,True,normal
sess-0078,marcus68,dev-25,10.236.136.41,44.1.90.52,Maldives,Guyana,2025-09-05T00:27:22,2025-09-05T01:04:57,2255,200765,248572,110.23148558758315,0,2925.208948151046,0,5.6765506572629585,0,0,13800.948092514967,4,password,0.8189419322783885,True,normal
sess-0079,nwolf,dev-18,172.25.55.136,31.130.194.81,British Virgin Islands,Antarctica (the territory South of 60 deg S),2025-09-13T22:48:13,2025-09-13T23:17:48,1775,42368,44236,24.92169014084507,0,3148.1737254798622,3,6.4406735304327105,0,0,91902.18630952892,0,mfa,0.6056770473221484,True,normal
sess-0080,jennifercollins,dev-30,10.47.185.29,113.208.188.155,Kyrgyz Republic,Yemen,2025-09-19T07:24:14,2025-09-19T08:06:22,2528,234882,233166,92.23338607594937,0,2738.6919304043417,1,3.2083645030119214,0,0,3740.721481731317,0,password,0.9074448811235921,True,normal
sess-0081,tyronemoran,dev-41,192.168.212.187,175.199.27.42,Ecuador,Korea,2025-08-26T10:52:30,2025-08-26T11:35:29,2579,763508,873501,338.69755719271035,0,212.13079796600726,2,3.104724805154564,0,1,73315.20216520102,2,password,0.8111652478923793,True,normal
sess-0082,patrickweeks,dev-24,192.168.69.228,216.215.4.203,Sierra Leone,Somalia,2025-09-16T12:17:15,2025-09-16T12:59:29,2534,2084891,1896685,748.4944751381215,1,280.7309557358284,0,7.640418201630249,0,0,28288.46133593655,3,password,0.8681975495869283,False,normal
sess-0083,sarah84,dev-11,10.152.220.79,175.234.200.142,Tonga,Canada,2025-09-09T21:27:36,2025-09-09T22:05:45,2289,412511,374324,163.5316732197466,0,3778.869426326429,3,5.725134594484691,2,0,7062.557007634263,2,password,0.8015886097750514,True,normal
sess-0084,jreed,dev-24,192.168.164.192,215.164.75.134,Montserrat,Hungary,2025-09-11T10:16:57,2025-09-11T11:03:58,2821,837641,778800,276.0723147819922,1,2932.327177391157,0,5.307787372098949,0,0,64815.68428056429,1,password,0.6493062412817016,True,normal
sess-0085,vwilliams,dev-23,172.28.51.11,41.188.23.243,Lithuania,Argentina,2025-09-01T02:08:13,2025-09-01T02:24:12,959,294455,264437,275.7424400417101,0,10.738351788533711,1,6.728668913656161,0,1,19795.417215167818,1,kerberos,0.8589495497206094,False,normal
sess-0086,molly71,dev-14,192.168.7.219,189.30.139.121,Trinidad and Tobago,Palau,2025-08-26T21:06:17,2025-08-26T21:15:20,543,78085,80914,149.01289134438306,1,1979.4000258920146,0,6.9709866563854215,0,0,32789.95809468057,1,password,0.6749547305369357,False,normal
sess-0087,harrisontanya,dev-43,172.28.184.46,149.7.55.243,Timor-Leste,Peru,2025-08-28T05:51:39,2025-08-28T06:33:44,2525,962859,963532,381.5968316831683,0,123.56613340171798,0,6.924484885557337,0,1,29008.69559489516,1,password,0.725025678843232,False,normal
sess-0088,ofinley,dev-18,192.168.249.212,209.38.21.222,Niger,Bangladesh,2025-09-15T15:43:56,2025-09-15T16:00:16,980,518056,534906,545.8224489795919,1,257.9342632673977,1,4.91916475966522,0,0,10196.236897517547,1,password,0.8972405875151992,True,normal
sess-0089,wendy16,dev-45,10.51.117.175,25.149.57.224,United Kingdom,Antarctica (the territory South of 60 deg S),2025-09-01T03:32:39,2025-09-01T04:10:21,2262,1412903,1242907,549.472590627763,0,3323.3767982055297,1,3.667399862079719,0,0,34304.720729842506,3,kerberos,0.7136849260233353,True,normal
sess-0090,laura45,dev-44,172.23.208.119,10.225.131.85,Chile,China,2025-08-22T23:36:02,2025-08-23T00:18:18,2536,362099,400250,157.82728706624604,0,4847.969227195002,0,4.359748630643155,0,0,74964.31991292298,0,password,0.7980036056930649,True,normal
sess-0091,pharvey,dev-42,172.20.148.107,116.16.74.139,Kuwait,Equatorial Guinea,2025-08-24T14:01:19,2025-08-24T14:20:00,1121,580043,566412,505.2738626226583,1,1111.3448495048624,0,6.654104824903649,1,0,11038.420756713982,4,password,0.8992007820456892,True,normal
sess-0092,rsantana,dev-5,192.168.226.42,206.100.170.251,Northern Mariana Islands,Jamaica,2025-08-21T04:57:57,2025-08-21T05:19:50,1313,183276,160199,122.00990099009901,1,2519.9347724338263,1,5.291503207643283,0,0,145659.8463699748,3,kerberos,0.8223259996417775,True,normal
sess-0093,mbruce,dev-39,172.19.105.180,117.190.75.245,Morocco,French Polynesia,2025-09-01T21:24:09,2025-09-01T21:46:52,1363,200792,231894,170.13499633162144,0,2895.199739528225,1,7.3891503907602045,1,0,30004.644821614653,2,password,0.7610966688393872,True,normal
sess-0094,spencedominique,dev-41,172.17.145.197,223.229.48.158,Syrian Arab Republic,United Kingdom,2025-09-04T01:59:09,2025-09-04T02:37:57,2328,1189893,1249668,536.7989690721649,2,1517.424799133974,0,6.964272095169196,0,0,79953.13597255331,3,kerberos,0.7536755838947122,True,normal
sess-0095,catherinegomez,dev-11,192.168.128.82,136.192.253.177,Niue,Bhutan,2025-09-03T15:27:27,2025-09-03T15:53:10,1543,296510,256143,166.00324044069993,1,1188.6514071344577,1,7.412081842036693,0,0,170754.59615250438,4,kerberos,0.6298387632067938,False,normal
